pub,pubLabel
http://rdfh.ch/0112/_nN9lb1tTYWj0O5XCB54iQ,"pub_B. Gr._Un grand événement littéraire, Pierre Seghers vient d'éditer un ""Gustave Roud"", présenté par Philippe Jaccottet_La_Nouvelle_Revue_de_Lausanne_1968-03-11"
http://rdfh.ch/0112/VFmBff6JQL2Um0b0ZbOIdQ,pub_Béguin Albert_Gustave Roud ou la poésie en quête du paradis terrestre_Labyrinthe
http://rdfh.ch/0112/KsHgBevdQ86zLZExONG6rg,"pub_Bergé René_Gustave Roud, l'exercice de la solitude_Pour_l_Art_1951-01"
http://rdfh.ch/0112/6xDU2NfrTSGKrOTfKg5xWQ,pub_Blanc Maurice_Un poète de la terre vaudoise_Illustré_1942-10-22
http://rdfh.ch/0112/B3wykZUiSTC9y3tM9J-7oA,pub_Boller Willy_Les surimonos d'Hokusaï_La_Guilde_du_Livre_1955-10
http://rdfh.ch/0112/nJWSlpFzS3efy-iLRLfEZA,pub_Boller Willy_La Vie et l'Œuvre de Hokusaï_La_Guilde_du_Livre_1955-11
http://rdfh.ch/0112/QBDCo0auSoe_eWJcPvtMqQ,pub_Boller Willy_La technique de l'estampe en couleurs_La_Guilde_du_Livre_1955-12
http://rdfh.ch/0112/X_hq9l2NRqGHq7QphbKgGA,"pub_Bonnard Olivier_Gustave Roud, Campagne perdue _Gazette_de_Lausanne_1972-09-16"
http://rdfh.ch/0112/_THC-mQdQ36WjwpNlywR3g,pub_Borgeaud Georges_La montée à Carrouge_Repères_1982
http://rdfh.ch/0112/o61t990DQXWmOjZHIA_D9w,"pub_Boulanger Mousse_Gustave Roud, 1897-1976_Voix_des_lettres_1986-12"
http://rdfh.ch/0112/k9ijTqEjRqaf8JfmLRET5A,"pub_Bounoure Gabriel_Adieu, par Gustave Roud_La_Nouvelle_Revue_Française_1928-08-01"
http://rdfh.ch/0112/tyX1jsWBSA2MosAa9GRYIQ,"pub_Brentano Clemens_Myrte bien-aimé, murmure…_Pour_l_Art_1949-07"
http://rdfh.ch/0112/2uuJTEMaQO6GIiCr6XI7vg,pub_Bridel Yves_Gustave Roud_Feuille_centrale_de_Zofingue_1953-03
http://rdfh.ch/0112/Dgp1ud3NTmmBKzO9o--8HQ,"pub_Bucher Werner_Begegnung mit Gustave Roud, dem Dichter des Jorat_Neue_Zürcher_Nachrichten_1968-02-17"
http://rdfh.ch/0112/Jqcm_Z4LQwW6tX5a9Gf57w,"pub_Chastonay Jacques de_Une fatalité de solitude, Gustave Roud_Dialogue_1967-05"
http://rdfh.ch/0112/EEtHi2wGQMaDBgwOODRXTA,"pub_Chessex Jacques_Gustave Roud, par Jacques Chessex_La_Gazette_littéraire_1956-07-21"
http://rdfh.ch/0112/gGPUXwpOTAydlmBpPePR2Q,pub_Chessex Jacques_Ode à Gustave Roud_Gazette_de_Lausanne_1976-11-13
http://rdfh.ch/0112/7_AO1yZhQ2yOai7_CtdLsQ,"pub_Clerc Charly_Aus dem westschweizerischen Literaturkreis, Gustave Roud_Neue_Zürcher_Zeitung_1957-08-04"
http://rdfh.ch/0112/uvf1c2OVQ32mQ1-yAXMVTg,"pub_Collectif_Approches de l'œuvre de Roud, Actes du Colloque de Lausanne_Cahiers_Gustave_Roud_1987"
http://rdfh.ch/0112/kApmAa-4Tby41iNoPjPFZQ,pub_Collectif_Gustave Roud _Europe_2002
http://rdfh.ch/0112/TmSFlYhSTxGImXCmiJcphQ,pub_Collectif_Gustave Roud et Philippe Jaccottet: quelle filiation littéraire ?_Cahiers_Gustave_Roud_2014
http://rdfh.ch/0112/QdnYe4roTYSjqfWnyrWmPg,pub_Collectif_En hommage à Gustave Roud_Pour_l_Art_1957-05
http://rdfh.ch/0112/zKzBr6V4TMeO8Ky9zNLEEQ,pub_Collectif_Hommage à Gustave Roud_La_Gazette_littéraire_1957-06-15
http://rdfh.ch/0112/g72paRsaSQeBqLPTLM_qVg,"pub_Collectif_Gustave Roud a septante ans aujourd'hui, L'hommage de quelques amis_Feuille_d_Avis_de_Lausanne_1967-04-20"
http://rdfh.ch/0112/vjXMHo3CQQmPtP5lxlEvUA,pub_Collectif_Pages spéciales Gustave Roud_La_Gazette_littéraire_1967-04-22
http://rdfh.ch/0112/5GX7h6_NSJiLbayvMpwWpg,pub_Collectif_[Cahier spécial en hommage à Gustave Roud]_La_Gazette_littéraire_1967-04-22
http://rdfh.ch/0112/VWGQymvlTDG6VjDnNLCH4w,pub_Collectif_[Cahier spécial en hommage à Gustave Roud]_La_Gazette_littéraire_1967-04-22
http://rdfh.ch/0112/dv8pmymNSZCUvozuF0u9vQ,pub_Collectif_Hommages à Gustave Roud_Gazette_de_Lausanne_1976-11-20
http://rdfh.ch/0112/lNKDwG60SFCV4ESHye98PA,pub_Collectif_Autour de Gustave Roud_Solaire_1977-06
http://rdfh.ch/0112/rLliu8AWS3eGhiCMXIFePg,pub_Cornuz Jeanlouis_Écrits de Gustave Roud_Feuille_d_Avis_de_Lausanne_1950-11-18
http://rdfh.ch/0112/szvU99O8Q2yehTw5Zfcn6A,pub_d'Aguila Carlos_En ce pays_Le_Démocrate_et_Feuille_d_Avis_du_district_de_Payerne_1967-12-13
http://rdfh.ch/0112/G_8AB26GQlSvAXUb4nQbDg,pub_Delapierre Roger_Le prix de la Ville de Lausanne au poète joratien Gustave Roud_Journal_de_Genève_1967-04-14
http://rdfh.ch/0112/9-vZPw0tSPKW2BQQ1zNGbg,"pub_Deriex Suzanne_Gustave Roud, ou l'approche d'un paradis_Feuille_d_Avis_de_Vevey_1967-03-07"
http://rdfh.ch/0112/RzXT9ID4SmqJDIEtB3o7-g,pub_Deriex Suzanne_VIsite à Gustave Roud_L_Impartial_1967-04-27
http://rdfh.ch/0112/Dq6e20gmRz6EIK_gg3pSrA,pub_Dürer Albrecht_Nos extraits donneront-ils…_Aujourd_hui_1930-10-02
http://rdfh.ch/0112/LpCXmuB_S_27Q4DuNO9BFg,"pub_Ernest Dutoit_""Requiem"" de Gustave Roud_La_Liberté_1968-11-30"
http://rdfh.ch/0112/Q8rNMM-WTRWbHubXfYbE1A,"pub_Werfel Franz_« À une alouette », « Élévation »_Pour_l_Art_1953-11"
http://rdfh.ch/0112/WWU1t3RkQv24UdvT33tkXg,pub_G._Les meilleurs artistes vaudois rendent hommage au poète Gustave Roud_Tribune_de_Lausanne_1957-06-09
http://rdfh.ch/0112/hAcie-fUQMSscGGDdj8BWg,"pub_G. R._Remise du Prix de Lausanne à G. Roud, Le poète rend hommage au Lausanne de sa jeunesse_Feuille_d_Avis_de_Lausanne_1967-04-13"
http://rdfh.ch/0112/CoHJNdHfRaeVt93mMtg6mw,pub_G. R._Gustave Roud fête ses 75 ans_Tribune_de_Lausanne_1972-04-16
http://rdfh.ch/0112/0CtJrH5sTKi-C67eKi1zWQ,pub_Gander Bernard_Rencontre avec Gustave Roud_La_Nouvelle_Revue_de_Lausanne_1968-03-29
http://rdfh.ch/0112/UlIOJSZwTmaRjcK6S7jqaQ,"pub_Garzarolli Richard_Essais, chroniques et notes, un événement littéraire: Requiem par Gustave Roud_Revue_de_Belles-Lettres_1967"
http://rdfh.ch/0112/ElqNlMAPThKv1ZZpZU0utA,pub_Geiser Bernhard_Naissance des premières eaux-fortes de Picasso_La_Guilde_du_Livre_1955-03
http://rdfh.ch/0112/b7Rgpd4TTYSz-Ooo6_g24A,pub_Geiser Bernhard_[Picasso ne connaît nulle attache]_La_Guilde_du_Livre_1955-05
http://rdfh.ch/0112/odGXNY6NSAekQhzNNIDd_Q,pub_Geiser Bernhard_[Cette planche fut gravée]_La_Guilde_du_Livre_1955-06
http://rdfh.ch/0112/Q4tiiCWaQQ2OlmVeOahUVQ,"pub_Geiser Bernhard_Pablo Picasso, Dates biographiques_La_Guilde_du_Livre_1955-07"
http://rdfh.ch/0112/hsR9dW6RT9iSVYw2utjOIQ,"pub_Geiser Bernhard_Pablo Picasso, Dates biographiques_La_Guilde_du_Livre_1955-08"
http://rdfh.ch/0112/tMjXD5yxRrmxicANa28tWg,"pub_Geiser Bernhard_Pablo Picasso, Dates biographiques _La_Guilde_du_Livre_1955-09"
http://rdfh.ch/0112/3BXM89EYT4ibyo-twh6ucA,"pub_Geiser Bernhard_Pablo Picasso, Dates biographiques _La_Guilde_du_Livre_1955-10"
http://rdfh.ch/0112/I9N3XkOTR_uDcxb0VcPMcQ,"pub_Geiser Bernhard_Pablo Picasso, Dates biographiques _La_Guilde_du_Livre_1955-11"
http://rdfh.ch/0112/DOcMi6a2RHmT-lVo5i9gug,pub_Geiser Bernhard_Picasso après le cubisme_La_Guilde_du_Livre_1955-12
http://rdfh.ch/0112/baOh0YEMQfSTD6Qlbt_xAw,pub_Geiser Bernhard_Le malentendu_La_Guilde_du_Livre_1956-01
http://rdfh.ch/0112/9v-Z3CLQTM6NtI1aS7dSZQ,pub_Geiser Bernhard_Durant un laps assez long_La_Guilde_du_Livre_1965-10
http://rdfh.ch/0112/O0oiF2CtTnmxh5ICAPxX3w,pub_Geiser Bernhard_Un jeu précis et silencieux_La_Guilde_du_Livre_1965-11
http://rdfh.ch/0112/I3pGRCqsQJuL6T8-ltt1ew,pub_Gotthelf Jeremias_Colère d'Uli_La_Guilde_du_Livre_1955-04
http://rdfh.ch/0112/AW-D6n8QSk-e_Elt4YJYOA,pub_Goethe_Architecture de la terre et du ciel. Goethe devant les paysages suisses_Gazette_de_Lausanne_1949-08-27
http://rdfh.ch/0112/NW9UtowzT7yrNbchqKyrYQ,"pub_Gsteiger Manfred_""Campagne perdue"", zur Dichter Gustave Roud_Neue_Zürcher_Zeitung_1972-09-06"
http://rdfh.ch/0112/W3AQ3vh-SxmKPoUB0axT6Q,pub_Gudmundsson Kristmann_Visite de Hakon à Eialine malade_La_Guilde_du_Livre_1943-02
http://rdfh.ch/0112/mgCgQFb7TTamAV91ub-5kw,pub_Gudmundsson Kristmann_Hakon et Bjarne aux îles des Revenants_La_Guilde_du_Livre_1944-10
http://rdfh.ch/0112/25Oj842PSOylkwVC39Ob-A,pub_Gudmundsson Kristmann_Retour_La_Guilde_du_Livre_1945-07
http://rdfh.ch/0112/Fj-1NGS6SMCFG1ECXoUNew,pub_H. S._Des livres pour Noël_Feuille_d_Avis_du_district_d_Aigle_1967-12-15
http://rdfh.ch/0112/kH1WK5qsSxaPoltGq37t1w,pub_H. S._Requiem _Le_Courrier_de_Berne_1967-12-22
http://rdfh.ch/0112/W_qykTZHRoagAzSN2bOYDg,pub_Hesse Hermann_Trois poèmes inspirés par le Tessin_Formes_et_couleurs_1951
http://rdfh.ch/0112/6nPYG5uiQc26dYsA5_C1Ug,pub_Roud Gustave_Hölderlin par Gustave Roud_Formes_et_couleurs_1946
http://rdfh.ch/0112/mY_blja9TRSwdVxBfCsNNA,pub_Hölderlin Friedrich_La migration_Lettres_1946
http://rdfh.ch/0112/8KYP-y3ZQxOx1A_a17JlfQ,pub_Hölderlin Friedrich_Âges de la vie_Revue_de_Belles-Lettres_1968
http://rdfh.ch/0112/DwnZDMCCSvCTcCF9ojs6Fg,pub_Hölderlin Friedrich_Solitude de Hölderlin_Aujourd_hui_1930-10-30
http://rdfh.ch/0112/rek5bzI-SySJAtQPo6mYAQ,"pub_Hölderlin Friedrich_Poème, Sanatorium, Pain jeté _Aujourd_hui_1930-11-6"
http://rdfh.ch/0112/mbtuOWXFSSa3_17BiEPpJQ,pub_Hölderlin Friedrich_Le Rhin_Mesures_1940-01-15
http://rdfh.ch/0112/KuKCEJgzTwGQATW5ZU2s8A,pub_Hölderlin Friedrich_Prière aux Parques_Pardon imploré_Le printemps_L été_La_Semaine_littéraire_1942-12-19
http://rdfh.ch/0112/TDrPb9CMRS-YX5NbwcNE9w,pub_Hölderlin Friedrich_A.-J. Bataillard dialogue avec M. Gustave Roud_Joie._Journal_pour_les_étudiants_de_la_Suisse_romande_1943-10
http://rdfh.ch/0112/rKNjQ96YRvK3Z0COZamS5Q,pub_Hölderlin Friedrich_Âges de la vie_Pour_l_Art_1949-03
http://rdfh.ch/0112/79U1WLlPTUiXumSiq0x8xg,pub_Huttinger Edouard_La peinture hollandaise du XVIIe siècle_La_Guilde_du_Livre_1956-12
http://rdfh.ch/0112/ooqpyXpgSmaAZPqDFohxZA,pub_Huttinger Edouard_La peinture hollandaise_La_Guilde_du_Livre_1957-1
http://rdfh.ch/0112/4j0C7DXaR5qJF0UGhHYgxw,pub_Huttinger Edouard_Vermeer ou la vie mystérieuse_La_Guilde_du_Livre_1957-12
http://rdfh.ch/0112/RmxrBHZnTOqHcj6t9RZnng,"pub_I.d.B. Marie-Anne_Gustave Roud, le chantre du Jorat_Feuille_d_Avis_de_Lausanne_1959-03-04"
http://rdfh.ch/0112/gX0C7EegRCub9TkcGf2hmg,"pub_Jaccottet Philippe_Chronique de la faculté des lettres, Gustave Roud_Études_de_Lettres_1977"
http://rdfh.ch/0112/sUNcdgABSEW1CIw0E797aA,pub_Jaccottet Philippe_Écrits de Gustave Roud_La_Nouvelle_Revue_de_Lausanne_1950-09-29
http://rdfh.ch/0112/D8NNRUgESpeA6lQ5b3BBjA,pub_Jaccottet Philippe_Promenade autour d'un promeneur_La_Guilde_du_Livre_1957-06
http://rdfh.ch/0112/AgEvKq0ITCW6__r9aHbBSQ,pub_Jaccottet Philippe_Hommage à Gustave Roud_Pour_l_Art_1957-09
http://rdfh.ch/0112/zlymIFh4QSGUZ2EYRMUNPg,pub_Jaccottet Philippe_Gustave Roud et la Suisse française_La_Gazette_littéraire_1967-11-25
http://rdfh.ch/0112/H4XsHwE8THSvwqM1SHkRZQ,pub_Jaccottet Philippe_Dernière visite à Roud_La_Nouvelle_Revue_Française_1977-02
http://rdfh.ch/0112/rhykjHBCSJ2R5WXj8sZUIQ,"pub_Jackson John E._Un double hommage de Gustave Roud: par trois de ses ""descendants"" et par une revue française_Journal_de_Genève_1977-07-30"
http://rdfh.ch/0112/8WThJ9DXQYewBQ3kNEJ-yw,pub_Jackson John E._Roud: des mots pour suppléer le coeur_Journal_de_Genève_1982-12-18
http://rdfh.ch/0112/4b0lGujUTpOLR9UimQel2Q,pub_Jakubec Doris_Le premier témoignage français d'une véritable découverte du poète de Carrouge_Journal_de_Genève_1977-07-30
http://rdfh.ch/0112/qSYs9-x6TA-6LQYPnGtnUA,"pub_Jaquier Claire_Gustave Roud traducteur, Faire écho au poème original_Journal_de_Genève_1982-12-18"
http://rdfh.ch/0112/2AQL77fTTd-zAD601cQUQg,pub_Jean Guérin_Sur les poèmes de Georg Trakl_La_Nouvelle_Nouvelle_Revue_Française_1955-06
http://rdfh.ch/0112/Q4U_BeLRQ3e07Iv4KGkocQ,pub_Laederach Monique_La correspondance entre Martin Vio et Gustave Roud suscite la polémique_La_Liberté_1994-09-03
http://rdfh.ch/0112/ohnrcKCGSsm5X5tmsX-Ojw,pub_Landry Charles-François_Lettre à Gustave Roud que va honorer la Ville de Lausanne et qui fête ses septante ans_Feuille_d_Avis_de_Lausanne_1967-04-07
http://rdfh.ch/0112/0O1TVTQHRfaCCL8jVHhGzA,pub_Le promeneur solitaire_Retour au Jorat _Gazette_de_Lausanne_1960-02-27
http://rdfh.ch/0112/hmBZ5gAnQIqtiXDk6rIdxg,pub_Leisinger Hermann_Les peintures étrusques de Tarquinia_La_Guilde_du_Livre_1953-10
http://rdfh.ch/0112/-RszgAzXSTyppbE4qfLadw,pub_Leisinger Hermann_Peinture étrusque_La_Guilde_du_Livre_1953-11
http://rdfh.ch/0112/L6Odg35nSWCGgJl2ml7oow,"pub_Lossier Jean-Georges_Gustave Roud : ""Ivre d'une solitude qui me rendait le monde""_Journal_de_Genève_1967-04-15"
http://rdfh.ch/0112/AaZ7E6vJTja0JDJ9PqkOxA,pub_Lossier Jean-Georges_Des ponts sur l'abîme_Journal_de_Genève_1968-02-03
http://rdfh.ch/0112/cbGwBwD-TRyb9Mud9V_nmA,"pub_M.M._Ecrivains de chez nous, Gustave Roud [interview]_Organe_de_l_Association_romande_du_personnel_de_la_librairie_et_de_l_édition_1968-09"
http://rdfh.ch/0112/MV2VBI0JSfWc7gy2cBhn8g,pub_Martin Annie_L'œuvre de Gustave Roud_L_Écho_de_la_Broye_1950-06-04
http://rdfh.ch/0112/kd6x8T45TRanQJ0z5A_Ztg,pub_Martin Vio_Le Repos du cavalier _Pour_l_Art_1954
http://rdfh.ch/0112/jBbJqvZdSj2saG0dBRvM-Q,"pub_Martin Vio_A Gustave Roud, d'une terre bien aimée_Gazette_de_Lausanne_1967-04-20"
http://rdfh.ch/0112/KyZ1ByxQRbmVCBqMouSRyg,"pub_Martinet Édouard_""Le repos du cavalier""_Tribune_de_Genève_1959"
http://rdfh.ch/0112/LqdI45NiQeWoWc3eCiZfkg,pub_Martinet Jean-Pierre_Le voyageur sur la terre_Matulu_1972
http://rdfh.ch/0112/Kl4drOfyQlmwq6QUXJQ7KA,"pub_Muret Colette_Gustave Roud, poète vaudois_Gazette_de_Lausanne_1955-05-07"
http://rdfh.ch/0112/g7XZHHddSzijotFXDAgR6g,"pub_Muret Colette_Mort d'un grand poète vaudois, Gustave Roud n'est plus_Gazette_de_Lausanne_1976-11-12"
http://rdfh.ch/0112/IW6iOlinTrWWxwLIJSGB4A,"pub_Nicole Georges_Poèmes de Hölderlin, version française de Gustave Roud_Suisse_contemporaine_1943-03"
http://rdfh.ch/0112/p4u3-BZzQ9uu-nWj5_jJsw,pub_Nicole Georges_Chronique de la poésie_Suisse_contemporaine_1944-09
http://rdfh.ch/0112/5YcCqWH7RS-PU4dXbJvLGw,pub_Nicole Jean_Horizons d'une conscience poétique_Gazette_de_Lausanne_1972-04-15
http://rdfh.ch/0112/xyx61GRZQ9a_Qsc587pFHw,pub_Novalis_Hymnes à la nuit_Aujourd_hui_1930-05-15
http://rdfh.ch/0112/j4zfc7rrSgyvUDTpOjHwmA,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-05-22
http://rdfh.ch/0112/JSIs53Z5R0OT_75PdrAOzw,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-07-24
http://rdfh.ch/0112/S9QwGfdvSxCWGtM40wpO7A,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-07-31
http://rdfh.ch/0112/B-ZmlPGKQf-9CwpZYg4e1w,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-09-11
http://rdfh.ch/0112/xATzCbvATs218ttsudlyUw,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-09-18
http://rdfh.ch/0112/wQbY15HgQ_SDNv4VGRFGdQ,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-10-02
http://rdfh.ch/0112/uAP1QZSDTLGAzqi3cnlx6g,pub_Novalis_Extraits des cahiers de Novalis_Aujourd_hui_1930-10-09
http://rdfh.ch/0112/M3DBcyBhTTieQ11lQjt2qg,pub_Novalis_Les Disciples à Saïs_Aujourd_hui_1931-05-07
http://rdfh.ch/0112/b4vtP9ZBRNeQJ-eP4RQwkQ,pub_Novalis_Les Disciples à Saïs_Aujourd_hui_1931-05-14
http://rdfh.ch/0112/HT8Ac01OSkizCSLKMQ81ag,pub_Novalis_Les Disciples à Saïs_Aujourd_hui_1931-05-28
http://rdfh.ch/0112/dS3uWa8FRoKk5SHww0MJEg,pub_Novalis_Les Disciples à Saïs_Aujourd_hui_1931-06-04
http://rdfh.ch/0112/NhkWIp4YQr2IzJx8EoJ5Yw,pub_Novalis_Les Disciples à Saïs_Aujourd_hui_1931-06-11
http://rdfh.ch/0112/5BQgnheLTauWKiRfgX6kOA,pub_Novalis_Hymnes à la nuit_Gazette_de_Lausanne_1965-12-24
http://rdfh.ch/0112/w0kK9KUIQ-yjV7MUudtAPQ,"pub_Nr. J._Pour les soixante ans du poète Gustave Roud, Les cérémonies de Crêt-Bérard_Gazette_de_Lausanne_1957-06-18"
http://rdfh.ch/0112/vsOu9lGXSGOPTx7FFtPOXQ,pub_Pache Jean_Gustave Roud poète d'aujourd'hui_Feuille_d_Avis_de_Lausanne_1968-03-23
http://rdfh.ch/0112/ml7zJF4uRRaJxtAztMQT4g,"pub_Pe. J._Pierre Seghers, fêté à Lausanne, révèle G. Roud à la France_Feuille_d_Avis_de_Lausanne_1968-03-11"
http://rdfh.ch/0112/9HB2jHLRT-yqlrt2nk8keQ,pub_Perrochon Henri_Hommage à Gustave Roud_Journal_de_Payerne_1950-10-07
http://rdfh.ch/0112/MfuYR7FGSta6qbHRR1A0Og,"pub_Perrochon Henri_Gustave roud, poète vaudois_Pour_tous_1957-06-11"
http://rdfh.ch/0112/rweEo9hgQiKY6CU2kKUB_w,"pub_Perrochon Henri_Le portrait de la semaine, Gustave Roud, poète vaudois_Pour_tous_1957-06-11"
http://rdfh.ch/0112/9zanpfy6T2uTi0mMfhefIA,"pub_Perrochon Henri_Gustave Roud, Poète de la Broye_La_Liberté_1957-07-21"
http://rdfh.ch/0112/9KmaDusaQNCf9VaRbBbqgA,pub_Perrochon Henri_Le repos du cavalier_Journal_de_Payerne_1958-12-06
http://rdfh.ch/0112/skIKkXFZSiSWxiedo7NpkA,pub_Perrochon Henri_En ce pays _Le_Démocrate_et_Feuille_d_Avis_du_district_de_Payerne_1967-12-13
http://rdfh.ch/0112/GfBpaJqHQeyDUjlu0QUajQ,pub_Rilke Rainer Maria_Une lettre de Rainer Maria Rilke_Revue_de_Montana-Vermala_1935-06-15
http://rdfh.ch/0112/7mqI_VGaTXmeYDsbd8KYoA,pub_Rilke Rainer Maria_Lettres inédites de R. M. Rilke_La_Revue_du_dimanche_1936-09-20
http://rdfh.ch/0112/Ret17ojITbCnWMt-6tfnLg,pub_Rilke Rainer Maria_Lettre sur Muzot. Deux lettres à Mademoiselle X_Suisse_romande_1939-09
http://rdfh.ch/0112/FaDu1AbpQEajjjZzXw6nKw,pub_Rolland de Renéville André_Les Disciples à Saïs _La_Nouvelle_Revue_Française_1931-09
http://rdfh.ch/0112/RLJ1P-YQRoC-s25wH0tGwg,pub_Roud Gustave_Poèmes_Cahiers_vaudois_1915
http://rdfh.ch/0112/1BQaQzURTxWyozg9sc88sg,pub_Roud Gustave_À cette heure où déjà_Revue_de_Belles-Lettres_1932
http://rdfh.ch/0112/kYloElrdR8mHfaRpIN8bZg,pub_Roud Gustave_Annonce d'un Adieu_Présence_1932
http://rdfh.ch/0112/8s2YwLVzQzS16Ge0sknqnw,pub_Roud Gustave_Steven-Paul Robert – Émile Chambon _Présence_1932
http://rdfh.ch/0112/9R4dEEbFRWm6xx_xhh3uYg,pub_Roud Gustave_Bain d'un faucheur_Lesebuch_schweizerischer_Dichtung_1938
http://rdfh.ch/0112/B5vdBom5RPivCcfgn8GwRA,pub_Roud Gustave_Deux images de juin_Papillons_1943
http://rdfh.ch/0112/VQ9455zGQV-H2YES09cgwg,pub_Roud Gustave_Laboureur au repos_Vie_Art_Cité_1943
http://rdfh.ch/0112/LlBxShFTRSyZrqDmzft7OA,pub_Roud Gustave_Le Jorat_Courants_1945
http://rdfh.ch/0112/hNIU7wOhSiG2OW1qtaIEJw,pub_Roud Gustave_Hölderlin_Formes_et_couleurs_1945
http://rdfh.ch/0112/fLTfaVzyTZmkwFodpRbPjA,pub_Roud Gustave_Moissonneur endormi_Formes_et_couleurs_1945
http://rdfh.ch/0112/bfGB5aYvQMu_kcfcQnRq9Q,pub_Roud Gustave_Dragons_L_Année_hippique_1948
http://rdfh.ch/0112/hLdY1w1ySo2CoDDyft_HvA,pub_Roud Gustave_Le repos du cavalier_Vie_Art_Cité_1949
http://rdfh.ch/0112/OMI52ZjdTgS9IaS4WsYlCg,pub_Roud Gustave_Ferme d'extrême-automne_Économie_1949
http://rdfh.ch/0112/RvpiimzxQr6mAa4V-X9Vkg,pub_Roud Gustave_Le Peintre Steven-Paul Robert_Vie_Art_Cité_1949
http://rdfh.ch/0112/iR9UePhiQR24ABeH77Uf0A,pub_Roud Gustave_Portrait de l'apiculteur_Économie_1950
http://rdfh.ch/0112/GCXR9EvhTZKL7wSb1Zbmdg,pub_Roud Gustave_Défaite de l'hiver_Vie_Art_Cité_1951
http://rdfh.ch/0112/GFmc8a1eRySTsRyuwP07jg,pub_Roud Gustave_Jeunes paysans dans la lumière_Vie_1953
http://rdfh.ch/0112/kzQG1JKyT8eXP2UOj-yvig,pub_Roud Gustave_Zauber sommerlicher Dörfer_Schweizer_Monatsschrift_1954
http://rdfh.ch/0112/4I_KJLa4QqWZdyPDGS2PNA,pub_Roud Gustave_L'Aveuglement_Écriture_1966
http://rdfh.ch/0112/6IW_-NmwSRWuajVi0nBOkA,pub_Roud Gustave_Anniversaire_Revue_neuchâteloise_1967
http://rdfh.ch/0112/KBDag3nYRZiiawa-oa0r1w,pub_Roud Gustave_Signes de perdition_Études_de_Lettres_1968
http://rdfh.ch/0112/vxoWt3LkSWyikb6UC7JcUw,pub_Roud Gustave_[Peut-être certains s'étonneront-ils…]_Revue_de_Belles-Lettres_1968
http://rdfh.ch/0112/wHzCeen9QUuqaokF78TC6Q,pub_Roud Gustave_Vous avez bien voulu me tendre_Revue_de_Belles-Lettres_1970
http://rdfh.ch/0112/Z1VkpD_cQuesUCTxqf2meQ,pub_Roud Gustave_Présence_Revue_de_Belles-Lettres_1972
http://rdfh.ch/0112/5QB6syDUSRO8RXd67l1aDw,pub_Roud Gustave_Pour un requiem_Les_Cahiers_du_soleil_1972
http://rdfh.ch/0112/mf8uDHbMRU2Dmv_NQvGd1A,pub_Roud Gustave_Fernand contre le ciel_Bulletin_joie_et_travail_1974
http://rdfh.ch/0112/TIq6yOGuS-OTCX-LGYJvpA,pub_Roud Gustave_Nicolas Poussin ou le lyrisme pur_Revue_de_Belles-Lettres_1975
http://rdfh.ch/0112/oSgSkzxwQmWFGhr0wSVbDw,pub_Roud Gustave_Lussery_Voix_des_lettres_1975
http://rdfh.ch/0112/EvfNJUqxTGCg96pR6QDFSQ,pub_Roud Gustave_Quelques notes de 1926_Revue_de_Belles-Lettres_1977
http://rdfh.ch/0112/sTchVtpCRsK0RbiyDBVtpg,pub_Roud Gustave_La Maison perdue_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/19acsXiKTN-HSvQ95BxhvA,pub_Roud Gustave_La Fuite_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/Qyq6UNCxRdOPRzrIYZ4aCQ,pub_Roud Gustave_Chant_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/rrSCOjpDTzmFGFMK4UpFeg,pub_Roud Gustave_[Autre fragment]_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/-c54MA3pQRaYG8rJXCC3Mw,pub_Roud Gustave_Moulin de Lussery_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/3y_HS97eSTWVn6IfQVRSfQ,pub_Roud Gustave_[Autre dictée]_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/ZP5U5eekRWS-js7ufe7W8w,pub_Roud Gustave_Aux marges du Requiem_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/DqCig8O4TtS7Ex4SbUokqg,pub_Roud Gustave_Vers libres _Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/cpM1KGuUQoqAvTjamzqF4g,pub_Roud Gustave_Les Loisirs…_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/oUPHOcxTQOyfDs0bcwI18w,pub_Roud Gustave_Les Poèmes en vers et en versets_Cahiers_Gustave_Roud_1980
http://rdfh.ch/0112/reT3xAuwRRq2GnEbXgPVbg,pub_Roud Gustave_D'un requiem_L_Alphée_1981
http://rdfh.ch/0112/Td8mIRPzTneho_bcSGmVgg,pub_Roud Gustave_[C'est presque un crime de lèse-majesté]_La_Révolution_d_Agaune_1982
